"id";"library_id";"current_version";"description";"repository";"homepage";"created_at";"updated_at"
704;704;"1.3.8";"Collision-resistant ids optimized for horizontal scaling and performance. For node and browsers.";"https://github.com/ericelliott/cuid.git";;"2019-02-07 15:19:58";"2019-02-07 15:19:58"
705;705;"0.8.9";"curl.js is small, fast, extensible module loader that handles AMD, CommonJS Modules/1.1, CSS, HTML/text, and legacy scripts.";"https://github.com/cujojs/curl";;"2019-02-07 15:19:59";"2019-02-07 15:19:59"
706;706;"1.8.0";"Flags for currency codes.";"git://github.com/transferwise/currency-flags.git";;"2019-02-07 15:19:59";"2019-02-07 15:19:59"
707;707;"2.2.0";"A super simple currency formatting library";"git+https://github.com/osrec/currencyFormatter.js.git";"https://osrec.github.io/currencyFormatter.js/";"2019-02-07 15:20:00";"2019-02-07 15:20:00"
708;708;"0.3.4";"custom-element-builder is just a set of builders, natively scalable and designed for FRP.";"git://github.com/tmorin/ceb.git";"https://tmorin.github.io/ceb";"2019-02-07 15:20:01";"2019-02-07 15:20:01"
709;709;"1.2.1";"HTML Custom Elements Polyfill";"https://github.com/webcomponents/custom-elements.git";"http://webcomponents.org";"2019-02-07 15:20:01";"2019-02-07 15:20:01"
710;710;"4.0.3";"Modal dialog effects with transitions CSS3";"https://github.com/dixso/custombox.git";"https://dixso.github.io/custombox/";"2019-02-07 15:20:02";"2019-02-07 15:20:02"
711;711;"1.1.12";"A better way to use HTML";"git+https://github.com/talonbragg/Custom-Markup.git";"https://www.custommarkup.ml";"2019-02-07 15:20:02";"2019-02-07 15:20:02"
712;712;"1.3.1";"A sassy, opinionated CSS Framework. A tiny alternative to Bootstrap.";"git://github.com/cutestrap/cutestrap.git";"https://www.cutestrap.com/";"2019-02-07 15:20:03";"2019-02-07 15:20:03"
713;713;"0.4.14";"2D HTML5 JavaScript library for cross-platform game development";"https://github.com/shakiba/stage.js.git";"http://cutjs.org/";"2019-02-07 15:20:05";"2019-02-07 15:20:05"
714;714;"7.0.0";"A fully reactive JavaScript framework for Human-Computer Interaction";"https://github.com/cyclejs/cycle-core";"https://cyclejs.github.io";"2019-02-07 15:20:06";"2019-02-07 15:20:06"
715;715;"10.1.0";"The standard DOM Driver for Cycle.js, based on virtual-dom, and other helpers";"https://github.com/cyclejs/cycle-dom";;"2019-02-07 15:20:07";"2019-02-07 15:20:07"
716;716;"2.5.3";"Panzoom extension for Cytoscape.js";"https://github.com/cytoscape/cytoscape.js-panzoom.git";;"2019-02-07 15:20:09";"2019-02-07 15:20:09"
717;717;"3.4.0";"Graph theory (a.k.a. network) library for analysis and visualisation";"https://github.com/cytoscape/cytoscape.js.git";"http://js.cytoscape.org";"2019-02-07 15:20:09";"2019-02-07 15:20:09"
718;718;"2.3.1";"Use d3-annotation with built-in annotation types, or extend it to make custom annotations. It is made for d3-v4 in SVG.";"https://github.com/susielu/d3-annotation.git";"http://d3-annotation.susielu.com";"2019-02-07 15:20:10";"2019-02-07 15:20:10"
719;719;"1.2.2";"Array manipulation, ordering, searching, summarizing, etc.";"https://github.com/d3/d3-array.git";"https://d3js.org/d3-array/";"2019-02-07 15:20:10";"2019-02-07 15:20:10"
720;720;"1.0.10";"Displays automatic reference lines for scales.";"https://github.com/d3/d3-axis.git";"https://d3js.org/d3-axis/";"2019-02-07 15:20:11";"2019-02-07 15:20:11"
721;721;"1.0.4";"Select a one- or two-dimensional region using the mouse or touch.";"https://github.com/d3/d3-brush.git";"https://d3js.org/d3-brush/";"2019-02-07 15:20:11";"2019-02-07 15:20:11"
722;722;"1.0.4";"Visualize relationships or network flow with an aesthetically-pleasing circular layout.";"https://github.com/d3/d3-chord.git";"https://d3js.org/d3-chord/";"2019-02-07 15:20:12";"2019-02-07 15:20:12"
723;723;"1.2.5";"Generate word clouds in JavaScript.";"https://github.com/jasondavies/d3-cloud.git";"https://www.jasondavies.com/wordcloud/";"2019-02-07 15:20:13";"2019-02-07 15:20:13"
724;724;"1.0.5";"Handy data structures for elements keyed by string.";"https://github.com/d3/d3-collection.git";"https://d3js.org/d3-collection/";"2019-02-07 15:20:13";"2019-02-07 15:20:13"
725;725;"1.2.1";"Color spaces! RGB, HSL, Cubehelix, Lab and HCL (Lch).";"https://github.com/d3/d3-color.git";"https://d3js.org/d3-color/";"2019-02-07 15:20:14";"2019-02-07 15:20:14"
726;726;"1.0.2";"Like the AlbersUsa projection, adds several d3 projections to show the countries that are far from the mainland close to it.";"https://github.com/rveciana/d3-composite-projections.git";"http://www.geoexamples.com/d3-composite-projections";"2019-02-07 15:20:16";"2019-02-07 15:20:16"
727;727;"1.0.3";"Register named callbacks and call them with arguments.";"https://github.com/d3/d3-dispatch.git";"https://d3js.org/d3-dispatch/";"2019-02-07 15:20:16";"2019-02-07 15:20:16"
728;728;"1.2.1";"Drag and drop SVG, HTML or Canvas using mouse or touch input.";"https://github.com/d3/d3-drag.git";"https://d3js.org/d3-drag/";"2019-02-07 15:20:17";"2019-02-07 15:20:17"
729;729;"1.0.8";"A parser and formatter for delimiter-separated values, such as CSV and TSV";"git+https://github.com/d3/d3-dsv.git";;"2019-02-07 15:20:17";"2019-02-07 15:20:17"
730;730;"1.0.3";"Easing functions for smooth animation.";"https://github.com/d3/d3-ease.git";"https://d3js.org/d3-ease/";"2019-02-07 15:20:18";"2019-02-07 15:20:18"
731;731;"1.1.0";"Force-directed graph layout using velocity Verlet integration.";"https://github.com/d3/d3-force.git";"https://d3js.org/d3-force/";"2019-02-07 15:20:18";"2019-02-07 15:20:18"
732;732;"1.3.0";"Format numbers for human consumption.";"https://github.com/d3/d3-format.git";"https://d3js.org/d3-format/";"2019-02-07 15:20:19";"2019-02-07 15:20:19"
733;733;"2.4.0";"Extended geographic projections for D3.js.";"https://github.com/d3/d3-geo-projection.git";;"2019-02-07 15:20:19";"2019-02-07 15:20:19"
734;734;"1.9.1";"Shapes and calculators for spherical coordinates.";"https://github.com/d3/d3-geo.git";"https://d3js.org/d3-geo/";"2019-02-07 15:20:20";"2019-02-07 15:20:20"
735;735;"1.1.5";"Layout algorithms for visualizing hierarchical data.";"https://github.com/d3/d3-hierarchy.git";"https://d3js.org/d3-hierarchy/";"2019-02-07 15:20:20";"2019-02-07 15:20:20"
736;736;"1.3.0";"Interpolate numbers, colors, strings, arrays, objects, whatever!";"https://github.com/d3/d3-interpolate.git";"https://d3js.org/d3-interpolate/";"2019-02-07 15:20:21";"2019-02-07 15:20:21"
737;737;"2.25.6";"A legend component for d3. Given a d3.scale it can create either a color legend, size legend, or symbol legend.";"https://github.com/susielu/d3-legend.git";"http://d3-legend.susielu.com";"2019-02-07 15:20:21";"2019-02-07 15:20:21"
738;738;"1.0.5";"Serialize Canvas path commands to SVG.";"https://github.com/d3/d3-path.git";"https://d3js.org/d3-path/";"2019-02-07 15:20:22";"2019-02-07 15:20:22"
739;739;"1.0.3";"Operations for two-dimensional polygons.";"https://github.com/d3/d3-polygon.git";"https://d3js.org/d3-polygon/";"2019-02-07 15:20:23";"2019-02-07 15:20:23"
740;740;"1.0.3";"Two-dimensional recursive spatial subdivision.";"https://github.com/d3/d3-quadtree.git";"https://d3js.org/d3-quadtree/";"2019-02-07 15:20:23";"2019-02-07 15:20:23"
741;741;"3.0.7";"Evaluate asynchronous tasks with configurable concurrency.";"https://github.com/d3/d3-queue.git";"https://bl.ocks.org/mbostock/1696080";"2019-02-07 15:20:24";"2019-02-07 15:20:24"
742;742;"1.1.0";"Generate random numbers from various distributions.";"https://github.com/d3/d3-random.git";"https://d3js.org/d3-random/";"2019-02-07 15:20:24";"2019-02-07 15:20:24"
743;743;"1.0.6";"A convenient alternative to XMLHttpRequest.";"https://github.com/d3/d3-request.git";"https://d3js.org/d3-request/";"2019-02-07 15:20:25";"2019-02-07 15:20:25"
744;744;"0.7.1";"Visualize flow between nodes in a directed acyclic network.";"git+https://github.com/d3/d3-sankey.git";"https://bost.ocks.org/mike/sankey/";"2019-02-07 15:20:25";"2019-02-07 15:20:25"
745;745;"1.0.7";"Encodings that map abstract data to visual representation.";"https://github.com/d3/d3-scale.git";"https://d3js.org/d3-scale/";"2019-02-07 15:20:26";"2019-02-07 15:20:26"
746;746;"1.2.0";"Data-driven DOM manipulation: select elements and join them to data.";"https://github.com/d3/d3-selection.git";"https://d3js.org/d3-selection/";"2019-02-07 15:20:26";"2019-02-07 15:20:26"
747;747;"1.2.0";"Graphical primitives for visualization, such as lines and areas.";"https://github.com/d3/d3-shape.git";"https://d3js.org/d3-shape/";"2019-02-07 15:20:27";"2019-02-07 15:20:27"
748;748;"2.1.1";"A JavaScript time formatter and parser inspired by strftime and strptime.";"https://github.com/d3/d3-time-format.git";"https://d3js.org/d3-time-format/";"2019-02-07 15:20:28";"2019-02-07 15:20:28"
749;749;"1.0.8";"A calculator for humanity’s peculiar conventions of time.";"https://github.com/d3/d3-time.git";"https://d3js.org/d3-time/";"2019-02-07 15:20:29";"2019-02-07 15:20:29"
750;750;"1.0.7";"An efficient queue capable of managing thousands of concurrent animations.";"https://github.com/d3/d3-timer.git";"https://d3js.org/d3-timer/";"2019-02-07 15:20:29";"2019-02-07 15:20:29"
751;751;"0.9.1";"Tooltips for d3 svg visualizations";"https://github.com/Caged/d3-tip";"http://labratrevenge.com/d3-tip/";"2019-02-07 15:20:30";"2019-02-07 15:20:30"
752;752;"1.0.4";"addon to d3.js that wraps SVG transforms into an API";"git://github.com/trinary/d3-transform.git";;"2019-02-07 15:20:30";"2019-02-07 15:20:30"
753;753;"1.1.1";"Animated transitions for D3 selections.";"https://github.com/d3/d3-transition.git";"https://d3js.org/d3-transition/";"2019-02-07 15:20:31";"2019-02-07 15:20:31"
754;754;"1.1.2";"Compute the Voronoi diagram of a set of two-dimensional points.";"https://github.com/d3/d3-voronoi.git";"https://d3js.org/d3-voronoi/";"2019-02-07 15:20:32";"2019-02-07 15:20:32"
755;755;"1.7.1";"Pan and zoom SVG, HTML or Canvas using mouse or touch input.";"https://github.com/d3/d3-zoom.git";"https://d3js.org/d3-zoom/";"2019-02-07 15:20:32";"2019-02-07 15:20:32"
756;756;"0.3.0";"A framework for creating reusable charts with D3.js";"git://github.com/misoproject/d3.chart.git";;"2019-02-07 15:20:33";"2019-02-07 15:20:33"
757;757;"5.8.2";"A JavaScript visualization library for HTML and SVG.";"https://github.com/d3/d3.git";"https://d3js.org";"2019-02-07 15:20:33";"2019-02-07 15:20:33"
758;758;"11.0.0";"A collection of components that make it easy to build interactive charts with D3";"https://github.com/ScottLogic/d3fc";;"2019-02-07 15:20:34";"2019-02-07 15:20:34"
759;759;"2.0.1";"A timeline component based on d3kit and labella.js";"git://github.com/kristw/d3kit-timeline.git";"https://kristw.github.io/d3kit-timeline/";"2019-02-07 15:20:34";"2019-02-07 15:20:34"
760;760;"3.2.0";"A kit of tools to speed D3 related project development.";"https://github.com/twitter/d3kit";;"2019-02-07 15:20:35";"2019-02-07 15:20:35"
761;761;"1.9.8";"Data visualization made easy. A javascript library that extends the popular D3.js to enable fast and beautiful visualizations.";"https://github.com/alexandersimoes/d3plus.git";"http://www.d3plus.org";"2019-02-07 15:20:35";"2019-02-07 15:20:35"
762;762;"0.6.3";"A D3-based renderer for Dagre";"https://github.com/cpettitt/dagre-d3.git";;"2019-02-07 15:20:36";"2019-02-07 15:20:36"
763;763;"0.8.4";"Graph layout for JavaScript";"https://github.com/cpettitt/dagre.git";"https://github.com/cpettitt/dagre/wiki/";"2019-02-07 15:20:36";"2019-02-07 15:20:36"
764;764;"0.4.0";"dancer.js is a high-level audio API, usable with the Web Audio API, Mozilla's Audio Data API and flash fallback, designed to make sweet visualizations.";"https://github.com/jsantell/dancer.js";"http://jsantell.github.com/dancer.js";"2019-02-07 15:20:37";"2019-02-07 15:20:37"
765;765;"12.2.13";"An AngularJS directive for file upload using HTML5 with FileAPI polyfill for unsupported browsers";"https://github.com/danialfarid/ng-file-upload.git";;"2019-02-07 15:20:38";"2019-02-07 15:20:38"
766;766;"2.1.15";"A simple jQuery plugin that allows you to add a dynamically-resized, slideshow-capable background image to any page or element.";"git://github.com/danielgindi/jquery-backstretch.git";;"2019-02-07 15:20:38";"2019-02-07 15:20:38"
767;767;"2.0.1";"Extensible image editing tool via HTML canvas";"https://github.com/Mattketmo/darkroomjs.git";"https://mattketmo.github.io/darkroomjs";"2019-02-07 15:20:39";"2019-02-07 15:20:39"
768;768;"0.4.0";"A simple customizable tooltip with confirm option and effects";"git://github.com/rubentd/darktooltip.git";"http://rubentd.com/darktooltip";"2019-02-07 15:20:40";"2019-02-07 15:20:40"
769;769;"2.0.8";"clappr dash playback based on shaka player";"git@github.com:clappr/dash-shaka-playback.git";;"2019-02-07 15:20:40";"2019-02-07 15:20:40"
770;770;"2.9.2";"A reference client implementation for the playback of MPEG DASH via Javascript and compliant browsers.";"https://github.com/Dash-Industry-Forum/dash.js.git";;"2019-02-07 15:20:41";"2019-02-07 15:20:41"
771;771;"0.7.5";"A lightweight graphical user interface for changing variables in JavaScript.";"https://github.com/dataarts/dat.gui";;"2019-02-07 15:20:41";"2019-02-07 15:20:41"
772;772;"0.3.0";"data.js is a datacenter with notifications. I call the data that can speak. It aim to make coding easier and make a better world.";"git://github.com/yanhaijing/data.js.git";;"2019-02-07 15:20:42";"2019-02-07 15:20:42"
773;773;"1.2.0";"An interactive tool for exploring large, tabular datasets.";"https://github.com/cmpolis/datacomb";;"2019-02-07 15:20:42";"2019-02-07 15:20:42"
774;774;"1.9.2";"JavaScript utilites for loading, summarizing and working with data.";"https://github.com/vega/datalib.git";;"2019-02-07 15:20:43";"2019-02-07 15:20:43"
775;775;"1.23.3";"A minimal and dependency-free vanilla JavaScript datalist polyfill. Supports all standard's functionality as well as mimics other browsers behavior.";"git://github.com/mfranzke/datalist-polyfill.git";;"2019-02-07 15:20:43";"2019-02-07 15:20:43"
776;776;"0.5.9";"datamaps with d3.js";"git+https://github.com/markmarkoh/datamaps.git";;"2019-02-07 15:20:44";"2019-02-07 15:20:44"
777;777;"2.0.1";"Datatable is a smart javascript plugin allowing you to easily create dynamic 'datatables' (with pagination, filtering and sorting) for better management of big quantity of data.";"https://github.com/Holt59/datatable";"https://holt59.github.io/datatable/";"2019-02-07 15:20:45";"2019-02-07 15:20:45"
778;778;"1.1.2";"ColVis adds a button to the toolbars around DataTables which gives the end user of the table the ability to dynamically change the visibility of the columns in the table";"https://github.com/DataTables/ColVis";"https://datatables.net/extras/colvis/";"2019-02-07 15:20:45";"2019-02-07 15:20:45"
779;779;"2.1.1";"The FixedHeader plug-in will freeze in place the header, footer and left and/or right most columns in a DataTable, ensuring that title information will remain always visible.";"https://github.com/DataTables/FixedHeader";"http://datatables.net/extensions/fixedheader/";"2019-02-07 15:20:46";"2019-02-07 15:20:46"
780;780;"2.1.5";"TableTools is a plug-in for the DataTables HTML table enhancer, which adds a highly customisable button toolbar to a DataTable.";"https://github.com/DataTables/TableTools";"http://datatables.net/extras/tabletools/";"2019-02-07 15:20:46";"2019-02-07 15:20:46"
781;781;"1.10.19";"DataTables enhances HTML tables with the ability to sort, filter and page the data in the table very easily. It provides a comprehensive API and set of configuration options, allowing you to consume data from virtually any data source.";"https://github.com/DataTables/DataTables.git";"http://datatables.net";"2019-02-07 15:20:47";"2019-02-07 15:20:47"
782;782;"1.30.1";"Modern JavaScript date utility library";"https://github.com/date-fns/date-fns.git";"https://date-fns.org/";"2019-02-07 15:20:47";"2019-02-07 15:20:47"
783;783;"2.0";"datedropper is a jQuery datepicker plugin";"https://github.com/felicegattuso/datedropper";"http://felicegattuso.com/projects/datedropper/";"2019-02-07 15:20:48";"2019-02-07 15:20:48"
784;784;"1.0";"Datejs is an open source JavaScript Date library for parsing, formatting and processing.";"http://code.google.com/p/datejs/source";"http://www.datejs.com";"2019-02-07 15:20:48";"2019-02-07 15:20:48"
785;785;"0.4.16";"A javascript plugin for intelligently selecting date and time ranges inspired by Google Calendar.";"https://github.com/jonthornton/Datepair.js.git";"http://jonthornton.github.com/Datepair.js";"2019-02-07 15:20:49";"2019-02-07 15:20:49"
786;786;"5.1.1";"This plugin attaches a popup calendar to your input fields or shows an inline calendar for selecting individual dates or date ranges.";"https://github.com/kbwood/datepick.git";"http://keith-wood.name/datepick.HTML";"2019-02-07 15:20:50";"2019-02-07 15:20:50"
